%"day" "month" "year" "level" "release" "inflow"
17 1 2015 0.43 123.66 283.1
18 1 2015 0.525 122.96 156.5
19 1 2015 0.545 149.43 149.4
20 1 2015 0.545 151.96 168.7
21 1 2015 0.555 153.09 203.4
22 1 2015 0.585 153.92 170.7
23 1 2015 0.595 153.68 153.7
24 1 2015 0.595 153.25 136.5
25 1 2015 0.585 152.47 86
26 1 2015 0.545 151.53 117.3
27 1 2015 0.525 149.57 141.2
28 1 2015 0.52 150.1 108.1
29 1 2015 0.495 149.56 124.4
30 1 2015 0.48 149.25 132.5
31 1 2015 0.47 150.6 108.6
1 2 2015 0.445 149.75 91
2 2 2015 0.41 149.65 116.6
3 2 2015 0.39 149.85 132.5
4 2 2015 0.38 149.46 107.5
5 2 2015 0.355 149.91 116.3
6 2 2015 0.335 150.13 116.6
7 2 2015 0.315 149.59 132.8
8 2 2015 0.305 150.09 57.8
9 2 2015 0.25 149.68 116.1
10 2 2015 0.23 149.79 124.6
11 2 2015 0.215 149.27 98.9
12 2 2015 0.185 148 106
13 2 2015 0.16 122.14 113.7
14 2 2015 0.155 121.68 155.2
15 2 2015 0.175 124.31 183.1
16 2 2015 0.21 122.26 113.9
17 2 2015 0.205 121.35 71
18 2 2015 0.175 120.82 120.8
19 2 2015 0.175 120.72 137.5
20 2 2015 0.185 120.65 95.5
21 2 2015 0.17 122.42 256.7
22 2 2015 0.25 123.08 114.7
23 2 2015 0.245 122.83 89.3
24 2 2015 0.225 122.8 148
25 2 2015 0.24 122.44 105.7
26 2 2015 0.23 121.79 113.4
27 2 2015 0.225 121.79 121.8
28 2 2015 0.225 121.79 88.2
1 3 2015 0.205 121.28 79.3
2 3 2015 0.18 141.74 133.3
3 3 2015 0.175 143.12 92.8
4 3 2015 0.145 142.61 167.8
5 3 2015 0.16 141.75 41.1
6 3 2015 0.1 140.03 98.1
7 3 2015 0.075 139.28 105.7
8 3 2015 0.055 140.06 89.7
9 3 2015 0.025 140.1 106.5
10 3 2015 0.005 140.08 89.7
11 3 2015 -0.025 140.42 81.7
12 3 2015 -0.06 108.3 108.3
13 3 2015 -0.06 80.37 72
14 3 2015 -0.065 79.24 87.6
15 3 2015 -0.06 79.32 70.9
16 3 2015 -0.065 79.64 113.2
17 3 2015 -0.045 79.97 96.8
18 3 2015 -0.035 80.17 80.2
19 3 2015 -0.035 80.19 71.8
20 3 2015 -0.04 76.13 101.3
21 3 2015 -0.025 76.39 84.8
22 3 2015 -0.02 76.35 84.7
23 3 2015 -0.015 76.57 59.8
24 3 2015 -0.025 75.52 92.3
25 3 2015 -0.015 75.7 92.5
26 3 2015 -0.005 75.17 91.9
27 3 2015 0.005 99.99 49.6
28 3 2015 -0.025 100.24 83.2
29 3 2015 -0.035 99.61 74.7
30 3 2015 -0.05 99.52 82.7
31 3 2015 -0.06 99.21 99.2
1 4 2015 -0.06 98.67 65.1
2 4 2015 -0.08 98.19 56.2
3 4 2015 -0.105 89.57 73.6
4 4 2015 -0.115 89.52 63.6
5 4 2015 -0.13 89.18 89.2
6 4 2015 -0.13 89.13 72.3
7 4 2015 -0.14 88.59 71.8
8 4 2015 -0.15 89.62 72.8
9 4 2015 -0.16 89.2 55.6
10 4 2015 -0.18 79.87 71.5
11 4 2015 -0.185 79.5 62.7
12 4 2015 -0.195 79.57 79.6
13 4 2015 -0.195 79.24 87.6
14 4 2015 -0.19 79.11 79.1
15 4 2015 -0.19 79.53 71.1
16 4 2015 -0.195 79.18 70.8
17 4 2015 -0.2 79.46 104
18 4 2015 -0.185 79.9 97.3
19 4 2015 -0.175 79.82 79.8
20 4 2015 -0.175 79.99 88.4
21 4 2015 -0.17 80.1 88.5
22 4 2015 -0.165 80.1 63.3
23 4 2015 -0.175 80.11 96.9
24 4 2015 -0.165 80.29 97.1
25 4 2015 -0.155 80.57 130.9
26 4 2015 -0.125 81.97 149.1
27 4 2015 -0.085 83.93 209.8
28 4 2015 -0.01 75.21 142.3
29 4 2015 0.03 76.47 159.7
30 4 2015 0.08 75.69 135.1
1 5 2015 0.115 77.2 177.9
2 5 2015 0.175 78.56 120.5
3 5 2015 0.2 79.19 154.7
4 5 2015 0.245 79.55 146.7
5 5 2015 0.285 80.17 147.3
6 5 2015 0.325 80.9 257.1
7 5 2015 0.43 81.55 157.1
8 5 2015 0.475 101.74 202.4
9 5 2015 0.53 101.47 168.6
10 5 2015 0.575 101.71 143.7
11 5 2015 0.6 119.28 152.8
12 5 2015 0.62 120.84 179.6
13 5 2015 0.66 121.44 163.4
14 5 2015 0.707 198.5 240.5
15 5 2015 0.755 335.47 604
16 5 2015 0.888 359.5 300.8
17 5 2015 0.853 351.29 250.6
18 5 2015 0.776 297.9 264.3
19 5 2015 0.75 294.52 361.7
20 5 2015 0.79 386.21 646.3
21 5 2015 0.945 401.3 309
22 5 2015 0.89 298.15 256.2
23 5 2015 0.865 278.7 253.5
24 5 2015 0.85 276.4 200.9
25 5 2015 0.805 226.98 176.6
26 5 2015 0.775 192.32 192.3
27 5 2015 0.775 191.01 199.4
28 5 2015 0.78 169.96 144.8
29 5 2015 0.765 166.8 175.3
30 5 2015 0.77 169.94 119.5
31 5 2015 0.76 170.13 228.9
1 6 2015 0.775 169.72 169.6
2 6 2015 0.775 170.23 187.1
3 6 2015 0.785 182.12 173.7
4 6 2015 0.78 186.87 186.9
5 6 2015 0.78 193.81 202.2
6 6 2015 0.785 194.55 228.1
7 6 2015 0.805 192.27 251
8 6 2015 0.84 197.03 272.6
9 6 2015 0.885 215.96 232.7
10 6 2015 0.895 221.31 238.1
11 6 2015 0.905 221.15 187.6
12 6 2015 0.885 271.82 229.9
13 6 2015 0.86 277.87 244.3
14 6 2015 0.84 279.33 296.1
15 6 2015 0.85 230.64 289.4
16 6 2015 0.885 224.23 291.4
17 6 2015 0.925 220.43 245.6
18 6 2015 0.94 220.38 228.8
19 6 2015 0.945 220.54 203.8
20 6 2015 0.935 219.68 169.3
21 6 2015 0.905 218.11 134.2
22 6 2015 0.855 216.88 225.3
23 6 2015 0.86 216.84 183.3
24 6 2015 0.84 215.82 173.9
25 6 2015 0.815 212.17 195.4
26 6 2015 0.805 210.57 177
27 6 2015 0.785 215.21 164.9
28 6 2015 0.755 214.51 130.6
29 6 2015 0.705 214.61 155.9
30 6 2015 0.67 215.15 148
1 7 2015 0.63 214.95 165.1
2 7 2015 0.6 215.01 172.5
3 7 2015 0.575 215.57 249.1
4 7 2015 0.595 214.72 164.4
5 7 2015 0.565 215.31 181.7
6 7 2015 0.545 214.76 156
7 7 2015 0.51 206.71 206.7
8 7 2015 0.51 206.83 248.8
9 7 2015 0.535 206.24 155.9
10 7 2015 0.505 206.94 165
11 7 2015 0.48 206.6 131.1
12 7 2015 0.435 205.89 122.7
13 7 2015 0.385 205.55 170.7
14 7 2015 0.365 204.76 163.3
15 7 2015 0.34 204.89 171.3
16 7 2015 0.32 206.25 206.2
17 7 2015 0.32 206.02 189.2
18 7 2015 0.31 205.31 129.8
19 7 2015 0.265 204.6 87.1
20 7 2015 0.195 203.65 170.1
21 7 2015 0.175 204.41 162.5
22 7 2015 0.15 205.3 171.7
23 7 2015 0.13 204.98 137.8
24 7 2015 0.09 193.41 252.2
25 7 2015 0.125 189.41 147.4
26 7 2015 0.1 189.63 38.6
27 7 2015 0.01 187.22 144.8
28 7 2015 -0.015 186.33 153.5
29 7 2015 -0.035 187.7 170.6
30 7 2015 -0.045 186.43 152.9
31 7 2015 -0.065 164.99 131.4
1 8 2015 -0.085 162.73 146.5
2 8 2015 -0.095 161.74 102.4
3 8 2015 -0.13 161.92 120
4 8 2015 -0.155 162.11 136.3
5 8 2015 -0.17 143.12 118.5
6 8 2015 -0.185 142.85 151.2
7 8 2015 -0.18 133.07 132.9
8 8 2015 -0.18 132.43 149.4
9 8 2015 -0.17 132.66 107.5
10 8 2015 -0.185 132.03 148.8
11 8 2015 -0.175 126.46 109.7
12 8 2015 -0.185 123.01 123
13 8 2015 -0.185 122.03 105.2
14 8 2015 -0.195 127.86 127.9
15 8 2015 -0.195 128.58 162.1
16 8 2015 -0.175 127.78 119.4
17 8 2015 -0.18 127.66 119.3
18 8 2015 -0.185 128.25 136.6
19 8 2015 -0.18 126.15 134.5
20 8 2015 -0.175 126.05 92.5
21 8 2015 -0.195 125.22 91.7
22 8 2015 -0.215 124.47 107.7
23 8 2015 -0.225 126 134.4
24 8 2015 -0.22 129.8 415.1
25 8 2015 -0.05 128.62 355.2
26 8 2015 0.085 126.14 201.7
27 8 2015 0.13 156.79 165.2
28 8 2015 0.135 156.77 156.8
29 8 2015 0.135 156.67 156.7
30 8 2015 0.135 156.02 139.2
31 8 2015 0.125 155.5 147.1
1 9 2015 0.12 164.73 148.7
2 9 2015 0.11 165.47 273.8
3 9 2015 0.175 167.15 225.9
4 9 2015 0.21 168.78 185.6
5 9 2015 0.22 169.48 169.5
6 9 2015 0.22 167.98 134.4
7 9 2015 0.2 166.98 116.6
8 9 2015 0.17 165.86 107.1
9 9 2015 0.135 164.76 106.1
10 9 2015 0.1 164.04 163.9
11 9 2015 0.1 163.51 121.6
12 9 2015 0.075 164.82 122.9
13 9 2015 0.05 166.04 266.7
14 9 2015 0.11 171.39 481.9
15 9 2015 0.295 167.4 276.5
16 9 2015 0.36 168.46 327.9
17 9 2015 0.455 167.14 360.1
18 9 2015 0.57 196.75 305.8
19 9 2015 0.635 197.34 247.7
20 9 2015 0.665 197.53 147
21 9 2015 0.635 197.17 189
22 9 2015 0.63 197.13 264.3
23 9 2015 0.673 196.81 431.8
24 9 2015 0.838 196.85 222
25 9 2015 0.839 197.55 180.8
26 9 2015 0.816 197.52 172.3
27 9 2015 0.81 196.8 138.1
28 9 2015 0.776 196.14 204.5
29 9 2015 0.771 196.85 154.9
30 9 2015 0.745 195.81 162.3
1 10 2015 0.725 195.01 144.7
2 10 2015 0.695 194.02 160.5
3 10 2015 0.675 195.61 279.5
4 10 2015 0.725 196.77 364.6
5 10 2015 0.825 196.03 212.8
6 10 2015 0.835 196.18 204.6
7 10 2015 0.84 196.23 187.8
8 10 2015 0.835 195.81 179
9 10 2015 0.825 195.29 161.7
10 10 2015 0.805 194.61 144.3
11 10 2015 0.775 195.01 136.3
12 10 2015 0.74 194.1 152.1
13 10 2015 0.715 193.49 210.3
14 10 2015 0.725 194.47 253.2
15 10 2015 0.76 198.24 315.7
16 10 2015 0.83 197.82 223
17 10 2015 0.845 197.81 206.2
18 10 2015 0.85 197.55 189.4
19 10 2015 0.845 197.24 171.9
20 10 2015 0.83 196.63 154.7
21 10 2015 0.805 186.03 169.2
22 10 2015 0.795 184.66 134.3
23 10 2015 0.765 184.2 175.8
24 10 2015 0.76 185.19 126.4
25 10 2015 0.725 184.21 125.5
26 10 2015 0.69 183.75 133.4
27 10 2015 0.66 183.92 142
28 10 2015 0.635 184.93 201.7
29 10 2015 0.645 184.98 185
30 10 2015 0.645 157.52 140.7
31 10 2015 0.635 155.64 113.7
1 11 2015 0.61 154.8 112.8
2 11 2015 0.585 154.6 129.4
3 11 2015 0.57 154.13 129
4 11 2015 0.555 155.93 122.4
5 11 2015 0.535 154.59 129.4
6 11 2015 0.526 154.34 129.2
7 11 2015 0.498 154.65 87.5
8 11 2015 0.465 155.15 96.4
9 11 2015 0.42 154.87 112.9
10 11 2015 0.408 155.45 121.9
11 11 2015 0.385 154.26 129.1
12 11 2015 0.37 136.02 119.2
13 11 2015 0.363 134.47 100.9
14 11 2015 0.337 134.83 101.3
15 11 2015 0.312 134.86 76.1
16 11 2015 0.29 134.93 118.1
17 11 2015 0.275 135.86 135.9
18 11 2015 0.275 135.64 110.5
19 11 2015 0.26 135.19 126.8
20 11 2015 0.255 134.83 118
21 11 2015 0.245 134.15 83.8
22 11 2015 0.215 133.1 74.4
23 11 2015 0.18 134.14 109
24 11 2015 0.165 134.14 83.8
25 11 2015 0.135 134.93 101.4
26 11 2015 0.115 134.64 84.3
27 11 2015 0.085 110.89 77.3
28 11 2015 0.065 109.95 68
29 11 2015 0.04 109.48 75.9
30 11 2015 0.02 109.64 84.5
1 12 2015 0.005 109.94 68
2 12 2015 -0.02 109.35 84.2
3 12 2015 -0.035 111.04 85.9
4 12 2015 -0.05 96.43 88
5 12 2015 -0.055 94.67 69.5
6 12 2015 -0.07 95.06 36.3
7 12 2015 -0.105 96.15 79.4
8 12 2015 -0.115 93.66 43.3
9 12 2015 -0.145 93.65 85.3
10 12 2015 -0.15 93.83 77.1
11 12 2015 -0.16 78.97 62.2
12 12 2015 -0.17 78.01 69.6
13 12 2015 -0.175 77.54 10.4
14 12 2015 -0.215 81.11 72.7
15 12 2015 -0.22 81.46 73.1
16 12 2015 -0.225 81.34 73
17 12 2015 -0.23 70.7 79.1
18 12 2015 -0.225 69.89 69.9
19 12 2015 -0.225 69.85 61.5
20 12 2015 -0.23 69.43 27.5
21 12 2015 -0.255 69.68 78.1
22 12 2015 -0.25 70.48 53.7
23 12 2015 -0.26 61.77 19.8
24 12 2015 -0.285 59.93 43.2
25 12 2015 -0.295 59.48 34.3
26 12 2015 -0.31 60.69 35.5
27 12 2015 -0.325 60.74 44
28 12 2015 -0.335 60.31 43.5
29 12 2015 -0.345 60.16 60.2
30 12 2015 -0.345 60.08 26.5
31 12 2015 -0.365 48.54 48.5
1 1 2016 -0.365 47.73 47.7
2 1 2016 -0.365 47.77 47.8
3 1 2016 -0.365 47.66 39.3
4 1 2016 -0.37 48.03 39.6
5 1 2016 -0.375 48.44 56.8
6 1 2016 -0.37 48.57 57
7 1 2016 -0.365 48.43 40
8 1 2016 -0.37 48.53 56.9
9 1 2016 -0.365 48.94 74.1
10 1 2016 -0.35 48.87 65.7
11 1 2016 -0.34 50.14 150.8
12 1 2016 -0.28 50.08 95.4
13 1 2016 -0.255 50.24 55.3
14 1 2016 -0.25 50.04 58.4
15 1 2016 -0.245 50.23 67
16 1 2016 -0.235 50.18 41.8
17 1 2016 -0.24 50.08 41.7
18 1 2016 -0.245 54.46 54.5
19 1 2016 -0.245 56.23 56.2
20 1 2016 -0.245 55.88 72.7
21 1 2016 -0.235 56.75 81.9
22 1 2016 -0.22 56.47 56.5
23 1 2016 -0.22 56.3 64.7
24 1 2016 -0.215 56.32 47.9
25 1 2016 -0.22 56.19 64.6
26 1 2016 -0.215 56.38 64.8
27 1 2016 -0.21 60.05 85.2
28 1 2016 -0.195 60.73 69.1
29 1 2016 -0.19 60.74 69.1
30 1 2016 -0.185 60.88 69.3
31 1 2016 -0.18 60.56 27
1 2 2016 -0.2 59.92 51.5
2 2 2016 -0.205 60.05 76.8
3 2 2016 -0.195 59.73 93.3
4 2 2016 -0.175 58.49 41.7
5 2 2016 -0.185 59.14 75.9
6 2 2016 -0.175 59.11 75.9
7 2 2016 -0.165 61.44 145.4
8 2 2016 -0.115 69.77 103.3
9 2 2016 -0.095 72.26 189.7
10 2 2016 -0.025 70.02 103.6
11 2 2016 -0.005 79.84 79.8
12 2 2016 -0.005 79.83 96.6
13 2 2016 0.005 80.8 55.6
14 2 2016 -0.01 81.18 81.2
15 2 2016 -0.01 79.88 88.3
16 2 2016 -0.005 80.2 80.2
17 2 2016 -0.005 80.64 105.8
18 2 2016 0.01 80.69 72.3
19 2 2016 0.005 81.42 89.8
20 2 2016 0.01 81.53 56.4
21 2 2016 -0.005 81 64.2
22 2 2016 -0.015 81.25 89.6
23 2 2016 -0.01 81.09 123
24 2 2016 0.015 80.26 46.7
25 2 2016 -0.005 90.51 73.7
26 2 2016 -0.015 91.01 99.4
27 2 2016 -0.01 91.38 108.2
28 2 2016 0 92.12 134.1
29 2 2016 0.025 100.88 134.4
1 3 2016 0.045 101.05 84.3
2 3 2016 0.035 99.64 141.6
3 3 2016 0.06 98.79 73.6
4 3 2016 0.045 98.65 115.4
5 3 2016 0.055 103.88 221.4
6 3 2016 0.125 102.2 102.2
7 3 2016 0.125 101.34 118.1
8 3 2016 0.135 100.81 100.8
9 3 2016 0.135 100.38 100.4
10 3 2016 0.135 100.3 100.3
11 3 2016 0.135 85.38 110.6
12 3 2016 0.15 83.64 59.1
13 3 2016 0.135 83.83 66.4
14 3 2016 0.125 74.83 91.6
15 3 2016 0.135 70.24 70.2
16 3 2016 0.135 69.57 94.7
17 3 2016 0.15 69.63 94.8
18 3 2016 0.165 69.54 69.5
19 3 2016 0.165 69.4 44.2
20 3 2016 0.15 69.25 60.9
21 3 2016 0.145 69.28 69.3
22 3 2016 0.145 69.37 69.4
23 3 2016 0.145 69.44 69.4
24 3 2016 0.145 70.11 70.1
25 3 2016 0.145 70.09 53.3
26 3 2016 0.135 70.85 79.2
27 3 2016 0.14 70.83 62.4
28 3 2016 0.135 70.69 70.7
29 3 2016 0.135 70.12 70.1
30 3 2016 0.135 70.05 86.8
31 3 2016 0.145 72.74 89.5
1 4 2016 0.155 75.73 109.3
2 4 2016 0.175 76.08 109.6
3 4 2016 0.195 76.26 76.6
4 4 2016 0.195 76.11 117.7
5 4 2016 0.22 76.44 126.8
6 4 2016 0.25 75.76 108.8
7 4 2016 0.27 73.39 115.9
8 4 2016 0.295 99.86 150.2
9 4 2016 0.325 100.6 125.8
10 4 2016 0.34 100.05 108.4
11 4 2016 0.345 100.12 108.5
12 4 2016 0.35 100.05 116.8
13 4 2016 0.36 100.82 142.8
14 4 2016 0.385 100.5 92.1
15 4 2016 0.38 100.63 117.4
16 4 2016 0.39 100.61 100.6
17 4 2016 0.39 101.36 277.6
18 4 2016 0.495 104.27 347.6
19 4 2016 0.64 105.7 164.4
20 4 2016 0.675 132.05 148.5
21 4 2016 0.685 132.28 166.2
22 4 2016 0.705 150.77 175.9
23 4 2016 0.72 152.59 202.9
24 4 2016 0.75 152.96 127.8
25 4 2016 0.735 152.45 127.3
26 4 2016 0.72 153.3 170.1
27 4 2016 0.73 155.1 146.9
28 4 2016 0.725 155.03 130.4
29 4 2016 0.71 162.5 145
30 4 2016 0.7 163.15 154.8
1 5 2016 0.695 160.79 110.4
2 5 2016 0.665 159.73 159.7
3 5 2016 0.665 159.09 133.9
4 5 2016 0.65 151.6 76.1
5 5 2016 0.605 150.6 117
6 5 2016 0.585 140.49 90.1
7 5 2016 0.555 139.3 105.7
8 5 2016 0.535 138.99 105.4
9 5 2016 0.515 138.61 147
10 5 2016 0.52 138.89 155.7
11 5 2016 0.53 142.5 402.6
12 5 2016 0.685 161.29 396.2
13 5 2016 0.825 162.36 229.5
14 5 2016 0.865 162.65 179.4
15 5 2016 0.875 162.57 171
16 5 2016 0.88 161.98 145.2
17 5 2016 0.87 161.7 136.5
18 5 2016 0.855 162.39 196
19 5 2016 0.875 174.82 267.1
20 5 2016 0.93 187.93 162.8
21 5 2016 0.915 189.36 139
22 5 2016 0.885 188.58 162.6
23 5 2016 0.87 189.8 282.9
24 5 2016 0.925 189.71 189.7
25 5 2016 0.925 189.47 189.5
26 5 2016 0.925 189.59 189.6
27 5 2016 0.925 217.45 200.7
28 5 2016 0.915 219.51 211.1
29 5 2016 0.91 221.85 347.7
30 5 2016 0.985 272.9 348.4
31 5 2016 1.03 334.12 342.5
1 6 2016 1.035 337.63 278.9
2 6 2016 1 334.32 258.8
3 6 2016 0.955 253.72 270.5
4 6 2016 0.965 244.22 328.1
5 6 2016 1.015 243.64 260.4
6 6 2016 1.025 292.19 275.4
7 6 2016 1.015 301.39 284.6
8 6 2016 1.005 300.25 224.7
9 6 2016 0.96 273.4 256.6
10 6 2016 0.95 268.4 234.8
11 6 2016 0.93 269.83 278.2
12 6 2016 0.935 267.15 216.7
13 6 2016 0.905 223.6 290.8
14 6 2016 0.945 222.5 309
15 6 2016 0.985 274.3 362.4
16 6 2016 1.015 459.19 897.2
17 6 2016 1.3 551.47 810.2
18 6 2016 1.465 569.56 504
19 6 2016 1.425 550.46 388.6
20 6 2016 1.34 523.67 339.1
21 6 2016 1.23 494.38 334.9
22 6 2016 1.135 468.82 334.6
23 6 2016 1.055 407.84 298.8
24 6 2016 0.99 346.78 321.6
25 6 2016 0.975 341.13 341.1
26 6 2016 0.975 344.3 394.6
27 6 2016 1.005 342.59 283.8
28 6 2016 0.97 318.68 276.7
29 6 2016 0.945 309.83 267.9
30 6 2016 0.92 307.69 265.7
1 7 2016 0.895 252.13 268.9
2 7 2016 0.905 252.07 243.7
3 7 2016 0.9 249.8 174.3
4 7 2016 0.855 231.9 231.9
5 7 2016 0.855 231.2 248
6 7 2016 0.865 231.01 214.2
7 7 2016 0.855 232.43 198.9
8 7 2016 0.835 232.33 215.6
9 7 2016 0.825 229.71 179.4
10 7 2016 0.795 228.07 194.5
11 7 2016 0.775 228.35 245.1
12 7 2016 0.785 230.27 339.4
13 7 2016 0.85 250.79 418.6
14 7 2016 0.95 287.74 195.4
15 7 2016 0.895 233.8 200.2
16 7 2016 0.875 229.56 154
17 7 2016 0.83 227.88 169.1
18 7 2016 0.795 229.03 171.7
19 7 2016 0.765 228.29 209.8
20 7 2016 0.755 227.66 209.2
21 7 2016 0.735 228.25 238.5
22 7 2016 0.745 231.73 229.7
23 7 2016 0.775 230.26 295.8
24 7 2016 0.775 228.43 178.1
25 7 2016 0.745 226.83 193.3
26 7 2016 0.725 227.69 177.3
27 7 2016 0.695 227.55 185.6
28 7 2016 0.67 223.7 156.6
29 7 2016 0.63 221.84 154.7
30 7 2016 0.59 220.9 178.9
31 7 2016 0.565 226.44 159.3
1 8 2016 0.525 215.7 165.4
2 8 2016 0.495 204.19 170.6
3 8 2016 0.475 200.52 158.6
4 8 2016 0.45 200.95 419.1
5 8 2016 0.58 207.06 509.1
6 8 2016 0.76 201.58 235.1
7 8 2016 0.78 201.69 210.1
8 8 2016 0.785 201.35 176.2
9 8 2016 0.77 201.62 226.8
10 8 2016 0.785 200.21 200.2
11 8 2016 0.785 199.56 182.8
12 8 2016 0.775 199.28 165.7
13 8 2016 0.755 198.72 181.9
14 8 2016 0.745 198.6 173.4
15 8 2016 0.73 198.57 165
16 8 2016 0.71 198.62 223.8
17 8 2016 0.725 198.18 131.1
18 8 2016 0.685 198.53 173.4
19 8 2016 0.67 198.05 156.1
20 8 2016 0.645 200.35 317.8
21 8 2016 0.715 200.49 183.7
22 8 2016 0.705 199.44 149.1
23 8 2016 0.675 198.43 173.3
24 8 2016 0.66 197.55 138.8
25 8 2016 0.625 199.22 157.3
26 8 2016 0.6 199.3 140.6
27 8 2016 0.565 198.91 148.6
28 8 2016 0.535 198.12 122.6
29 8 2016 0.49 197.25 172.1
30 8 2016 0.475 196.35 171.2
31 8 2016 0.46 196.29 154.3
1 9 2016 0.435 196.1 162.5
2 9 2016 0.415 191.26 166.1
3 9 2016 0.4 190.14 131.4
4 9 2016 0.365 189.66 122.5
5 9 2016 0.325 190.06 156.5
6 9 2016 0.305 189.81 114.3
7 9 2016 0.26 189.03 130.3
8 9 2016 0.225 188.91 147
9 9 2016 0.2 172.55 97.2
10 9 2016 0.155 170.62 128.7
11 9 2016 0.13 170.24 128.3
12 9 2016 0.105 170.36 103.2
13 9 2016 0.065 166.55 133
14 9 2016 0.045 165.68 98.6
15 9 2016 0.005 168.23 210.2
16 9 2016 0.03 157.01 131.8
17 9 2016 0.015 154.94 96.2
18 9 2016 -0.02 154.71 112.8
19 9 2016 -0.045 154.75 112.8
20 9 2016 -0.07 153.99 61.7
21 9 2016 -0.125 154.33 104
22 9 2016 -0.155 153.36 102.3
23 9 2016 -0.185 138.04 105.2
24 9 2016 -0.205 136.39 94.4
25 9 2016 -0.23 135.38 59.9
26 9 2016 -0.275 135.09 101.5
27 9 2016 -0.295 133.85 92.4
28 9 2016 -0.32 107.38 73.3
29 9 2016 -0.34 95.92 70.8
30 9 2016 -0.355 75.42 58.6
1 10 2016 -0.365 76.2 134.9
2 10 2016 -0.33 74.92 83.3
3 10 2016 -0.325 74.44 66
4 10 2016 -0.33 74.71 74.7
5 10 2016 -0.33 74.65 41.1
6 10 2016 -0.35 74.35 107.9
7 10 2016 -0.33 66.68 66.7
8 10 2016 -0.33 66.94 58.6
9 10 2016 -0.335 68.18 101.7
10 10 2016 -0.315 65.59 65.6
11 10 2016 -0.315 65.3 90.5
12 10 2016 -0.3 65.85 65.1
13 10 2016 -0.3 66.11 100.4
14 10 2016 -0.28 86.58 237.6
15 10 2016 -0.19 86.61 187.3
16 10 2016 -0.13 87.22 87.2
17 10 2016 -0.13 86.94 95.3
18 10 2016 -0.125 87.16 95.6
19 10 2016 -0.12 87.36 129.3
20 10 2016 -0.095 87.78 70.9
21 10 2016 -0.105 88.06 130.1
22 10 2016 -0.08 87.97 70.5
23 10 2016 -0.09 87.66 71.6
24 10 2016 -0.1 87.21 95.1
25 10 2016 -0.095 88.12 172.5
26 10 2016 -0.045 86.86 170.5
27 10 2016 0.005 87.54 113
28 10 2016 0.02 85.74 102.5
29 10 2016 0.03 84.78 84.8
30 10 2016 0.03 84.56 59.4
31 10 2016 0.015 84.3 75.9
1 11 2016 0.01 84.3 84.3
2 11 2016 0.01 84.19 84.2
3 11 2016 0.01 84.17 67.4
4 11 2016 0 96.43 121.6
5 11 2016 0.015 97.45 139.4
6 11 2016 0.04 96.07 188.4
7 11 2016 0.095 95.74 129.3
8 11 2016 0.115 95.95 129.5
9 11 2016 0.135 96.38 105.4
10 11 2016 0.14 96.68 112.9
11 11 2016 0.15 97.22 122
12 11 2016 0.165 96.83 63.6
13 11 2016 0.145 96.29 54.3
14 11 2016 0.12 95.94 104.3
15 11 2016 0.125 96.28 113.1
16 11 2016 0.135 96.39 97.2
17 11 2016 0.135 96.41 78.8
18 11 2016 0.125 97.13 147.5
19 11 2016 0.155 97.87 148.2
20 11 2016 0.185 98.23 115
21 11 2016 0.195 115.65 409.3
22 11 2016 0.37 117.77 503.8
23 11 2016 0.6 216.28 317
24 11 2016 0.66 237.55 229.2
25 11 2016 0.655 212.78 305.1
26 11 2016 0.71 206.87 232
27 11 2016 0.725 205.37 180.2
28 11 2016 0.71 161.74 128.2
29 11 2016 0.69 155.03 180.2
30 11 2016 0.705 154.87 154.9
1 12 2016 0.705 154.74 154.7
2 12 2016 0.705 154.55 146.2
3 12 2016 0.7 154.56 104.7
4 12 2016 0.67 154.75 111.7
5 12 2016 0.645 155.1 130.5
6 12 2016 0.63 154.54 129.4
7 12 2016 0.615 154.84 121.3
8 12 2016 0.595 154.91 96.2
9 12 2016 0.56 154.32 129.2
10 12 2016 0.545 154.32 104
11 12 2016 0.515 154.38 87.3
12 12 2016 0.475 154.71 146.3
13 12 2016 0.47 155.46 130.3
14 12 2016 0.455 154.84 138.1
15 12 2016 0.445 154.63 121.1
16 12 2016 0.425 128.15 161.7
17 12 2016 0.445 125.14 108.4
18 12 2016 0.435 124.35 65.6
19 12 2016 0.4 125 125
20 12 2016 0.4 125.42 117
21 12 2016 0.395 125.14 100
22 12 2016 0.38 124.7 99.5
23 12 2016 0.365 124.89 82.9
24 12 2016 0.34 125.56 75.2
25 12 2016 0.31 124.51 57.4
26 12 2016 0.27 125.01 108.2
27 12 2016 0.26 125.02 32.7
28 12 2016 0.205 125.13 58
29 12 2016 0.165 124.47 82.5
30 12 2016 0.14 102.43 77.3
31 12 2016 0.125 100.27 66.6
1 1 2017 0.105 100.35 66.9
2 1 2017 0.085 99.97 83.2
3 1 2017 0.075 99.71 49.4
4 1 2017 0.045 99.1 82.3
5 1 2017 0.035 85.44 52.2
6 1 2017 0.015 84.53 26.8
7 1 2017 -0.02 84.6 52.1
8 1 2017 -0.04 84.28 51.7
9 1 2017 -0.06 84.11 75.7
10 1 2017 -0.065 83.98 75.6
11 1 2017 -0.07 83.87 125.8
12 1 2017 -0.045 84.49 92.9
13 1 2017 -0.04 80.77 114.3
14 1 2017 -0.02 79.69 71.3
15 1 2017 -0.025 79.48 45.9
16 1 2017 -0.045 79.46 79.5
